content_id,content_name,link,team,brand,editor,media_post,design_post,production_team,content_producer,media_producer,production_date,sample_code,page,cgsđ_name,rejuvenation_group,format,region,age_range,model
251115,251115-CGSĐ Hiếu chị Vân sofa 53t 251021 lt v1,https://trello.com/c/WghA5cYV/1665-251115-cgs%C4%91-hi%E1%BA%BFu-ch%E1%BB%8B-v%C3%A2n-sofa-53t-251021-lt-v1-tthphuc-3dnsh-2d-tml-mt-lt-mass-ads,Team sản xuất SG,G,tthphuc,3DNSH,2D-TML,Team sản xuất SG,tthphuc,3DHSD,2587-04-08,N_251021,CGSĐ,Hiếu,,,,,
251120,251120-CGSĐ Hiếu facetime Charly tvc 251013 v1,https://trello.com/c/PUIcR04q/1677-251120-cgs%C4%91-hi%E1%BA%BFu-facetime-charly-tvc-251013-v1-dnktuyen-3dth%C4%91-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,G,dnktuyen,3DTHĐ,2D-TML,Team sản xuất SG,dnktuyen,3DNSH,2587-03-31,N_23068,CGSĐ,Hiếu,,,,,
251205,251205-CGSĐ Hiếu cảnh báo căng da trán 251112 tvc v1,https://trello.com/c/EpsOZsy4/1711-251205-cgs%C4%91-hi%E1%BA%BFu-c%E1%BA%A3nh-b%C3%A1o-c%C4%83ng-da-tr%C3%A1n-251112-tvc-v1-tthphuc-3dnsh-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,G,tthphuc,3DNSH,2D-TML,Team sản xuất SG,tthphuc,3DHSD,2587-07-08,N_23068,CGSĐ,Hiếu,,,,,
251215,251215-CGSĐ Hiếu Lại là Vicky 55t 250908 tvc v1,https://trello.com/c/7EwUcejq/1718-251215-cgs%C4%91-hi%E1%BA%BFu-l%E1%BA%A1i-l%C3%A0-vicky-55t-250908-tvc-v1-ptnquynh-3dntc-2d-npl-mt-tvc-mass-ads,Team sản xuất HN,G,ptnquynh,3DNTC,2D-NPL,Team sản xuất HN,ptnquynh,3DOS,2586-12-16,B_250908,CGSĐ,Hiếu,,,,,
Ko có tên content,Ko có tên content,,,G,,,,chia Tỷ lệ thực tế,,,,,,Khác,,,,,
230708,230708-BST vest tvc v2 45-47t 230515 221128 221123,,,G,Khác,Khác,,,,,,,,Hiếu,,,,,
PR_T1.24_F_ME_Bác sĩ,PR_T1.24_F_ME_Bác sĩ live tư vấn thăm khám KH,,,G,Khác,Khác,,,,,,,,Mẫu,,,,,
221001,221001-cô Liên soi gương v1,https://trello.com/c/N4epP12S/4398-221001-c%C3%B4-li%C3%AAn-soi-g%C6%B0%C6%A1ng-v1-ptnquynh-3dntc-2d-tml-mt-tvc-mass-adsanhdtk?search_id=7b1fbcca-8316-40cf-8d09-c6bb521bfce3,Team sản xuất HN,G,ptnquynh,3DNTC,2D-TML,Team sản xuất HN,,,2022-09-16,B_22003,Thường,Mẫu,Lõm hóp,,,,
250415,250415-CGSĐ remake Hiếu trải nghiệm 7 trong 1 tvc 240722 v1,https://trello.com/c/ucH1nCZs/1012-250415-cgs%C4%91-remake-hi%E1%BA%BFu-tr%E1%BA%A3i-nghi%E1%BB%87m-7-trong-1-tvc-240722-v1-%C4%91ph%C6%B0%C6%A1ng-3dnsh-2d-tml-mt-tvc-mass-adstoannv,Team sản xuất SG,G,đphương,3DNSH,2D-TML,Team sản xuất SG,đphương,3DNSH,2559-01-26,N_23068,CGSĐ,Hiếu,,,,,
251220,251220-DVM CGSĐ Xuân Chị Chi 6 cháu 56t 250711 tvc v1,https://trello.com/c/vhfdLYMM/18-260101-sc-cgs%C4%91-xu%C3%A2n-ch%E1%BB%8B-chi-6-ch%C3%A1u-56t-250711-tvc-v1-ptnquynh-3dnnh-mt-tvc-mass-ads,Team sản xuất HN,S,ptnquynh,3DNNH,,Team sản xuất SG,dnktuyen,3DHSD,2586-06-02,N_250623,CGSĐ,Xuân,Xoá nhăn,TVC,Nam,45-54,1 nữ
SERYN,SERYN,,,,,,,,,,,,,,,,,,
260101,260101-SC CGSĐ Hiếu DVM 7in1 251104 tvc v1,https://trello.com/c/x2HEIoUF/12-260101-sc-cgs%C4%91-hi%E1%BA%BFu-dvm-7in1-251104-tvc-v1-tthuyen-3dntc-2d-npl-mt-tvc-mass-ads?search_id=89408869-77c4-4109-990c-7f53e97b1de3,Team sản xuất HN,S,tthuyen,3DNTC,2D-NPL,Team sản xuất HN,tthuyen,3DOS,2587-06-30,N_23068,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,>=2 nữ
260110,260110-SC CGSĐ Hiếu tiễn chị Bông sofa 50t 251208 ln v1,https://trello.com/c/fSELCoZb/44-260110-sc-cgs%C4%91-hi%E1%BA%BFu-ti%E1%BB%85n-ch%E1%BB%8B-b%C3%B4ng-sofa-50t-251208-ln-v1-tthphuc-3dhsd-2d-tml-mt-ln-mass-ads,Team sản xuất SG,S,tthphuc,3DHSD,2D-TML,Team sản xuất SG,tthphuc,3DHSD,2587-10-12,N_251122,CGSĐ,Hiếu,Xoá nhăn,Live ngắn,Nam,45-54,1 nữ
PR_CAMP_T1.26_TVC SE,PR_CAMP_T1.26_TVC SERYN,,,S,,,,,,,,Khác,,Mẫu,,,,,
260115,260115-SC CGSĐ Hiếu nhiều chữ 250708 tvc v1,https://trello.com/c/XvYjfPAO/33-qu%E1%BB%B3nh-3,Team sản xuất HN,S,ptnquynh,3DNNH,2D-NDT,Team sản xuất HN,tthuyen,3DOS,2586-05-30,N_23068,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,>=2 nữ
260120,260120-SC CGSĐ Hiếu vest đen 260114 tvc v1,https://trello.com/c/i25SKz0D/34-260120-sc-cgs%C4%91-hi%E1%BA%BFu-vest-%C4%91en-260114-tvc-v1-ptnquynh-3dntc-2d-ndt-mt-tvc-mass-ads,Team sản xuất HN,S,ptnquynh,3DNTC,2D-NDT,Team sản xuất HN,ptnquynh,3DOS,2612-03-01,N_23068,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,>=2 nữ
PR_CAMP_T1.26_Đội ng,PR_CAMP_T1.26_Đội ngũ bác sĩ Seryn,,,S,,,,,,,,Khác,,Mẫu,,,,,
PR_CAMP_T1.26_Mỗi ch,PR_CAMP_T1.26_Mỗi chuyên khoa tại Seryn Clinic giữ vai trò gì trong hành trình trẻ hóa?,,,S,,,,,,,,Khác,,Mẫu,,,,,
260105,260105-SC CGSĐ Hiếu vợ chồng chị Thơm áo dài 57t 250911 lt v1,https://trello.com/c/AA1EcpbO/5-260105-sc-cgs%C4%91-hi%E1%BA%BFu-v%E1%BB%A3-ch%E1%BB%93ng-ch%E1%BB%8B-th%C6%A1m-%C3%A1o-d%C3%A0i-57t-250911-lt-v1-tthphuc-3dnsh-2d-tml-mt-lt-mass-ads,Team sản xuất SG,S,tthphuc,3DNSH,2D-TML,Team sản xuất SG,tthphuc,3DHSD,2586-12-19,N_259112,CGSĐ,Hiếu,Xoá nhăn,Live trung,Nam,>54,1 nữ
260210,260210-SC CGSĐ Hiếu nhỏ xíu 260114 tvc v1,https://trello.com/c/EEFeFt3A/94-260210-sc-cgs%C4%91-hi%E1%BA%BFu-nh%E1%BB%8F-x%C3%ADu-260114-tvc-v1-ptnquynh-3dndt-2d-ndt-mt-tvc-mass-ads,Team sản xuất HN,S,ptnquynh,3DNDT,2D-NDT,Team sản xuất HN,ptnquynh,3DOS,2612-02-29,N_23068,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,>=2 nữ
260205,260205-SC CGSĐ Hiếu Thúy Ba mời gọi 61t 251208 tvc v1,https://trello.com/c/8uyreVsZ/99-260205-sc-cgs%C4%91-hi%E1%BA%BFu-th%C3%BAy-ba-m%E1%BB%9Di-g%E1%BB%8Di-61t-251208-tvc-v1-dnktuyen-3dhsd-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,S,dnktuyen,3DHSD,2D-TML,Team sản xuất SG,dnktuyen,3DHSD,2587-10-12,N_251123,CGSĐ,Hiếu,Xoá nhăn,Live trung,Nam,55 trở lên,1 nữ
250205,250205-SC CGSĐ Hiếu lần đầu tiên 260113 tvc v1,https://trello.com/c/3Ya2JCOi/97-250205-sc-cgs%C4%91-hi%E1%BA%BFu-l%E1%BA%A7n-%C4%91%E1%BA%A7u-ti%C3%AAn-260113-tvc-v1-tthuyen-3dnnh-2d-npl-mt-tvc-mass-ads,Team sản xuất HN,S,tthuyen,3DNNH,2D-NPL,Team sản xuất HN,tthuyen,3DOS,2612-02-29,N_23068,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,>=2 nữ
260225,260225-SC CGSĐ Hiếu cá mòi 3 cô gái 260116 tvc v1,https://trello.com/c/vYeEZn23/125-260225-sc-cgs%C4%91-hi%E1%BA%BFu-c%C3%A1-m%C3%B2i-3-c%C3%B4-g%C3%A1i-260116-tvc-v1-tthphuc-3dth%C4%91-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,S,tthphuc,3DTHĐ,2D-TML,Team sản xuất SG,tthphuc,3DNSH,2612-03-03,N_23068,CGSĐ,Hiếu,,TVC,,,
260305,260305-SC CGSĐ Hiếu cô Loan căng hết mức 260206 65t tvc v1,https://trello.com/c/e8kN1ubQ/134-260305-sc-cgs%C4%91-hi%E1%BA%BFu-c%C3%B4-loan-c%C4%83ng-h%E1%BA%BFt-m%E1%BB%A9c-260206-65t-tvc-v1-%C4%91ph%C6%B0%C6%A1ng-3dhsd-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,S,đphương,3DHSD,2D-TML,Team sản xuất SG,đphương,3DHSD,2612-06-01,N_261195,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,55 trở lên,1 nữ
260310,260310-SC CGSĐ Hiếu áo poto trên oto 260225 tvc v1,https://trello.com/c/M4ItPrkZ/153-260310-sc-cgs%C4%91-hi%E1%BA%BFu-%C3%A1o-poto-tr%C3%AAn-oto-260225-tvc-v1-tthphuc-3dhsd-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,S,tthphuc,3DHSD,2D-TML,Team sản xuất SG,tthphuc,3DNSH,2612-06-20,N_23068,CGSĐ,Hiếu,,TVC,,,
260315,260315-SC CGSĐ Hiếu khách thật 62t 260118 lt v1,https://trello.com/c/XzkH0cmp/165-260315-sc-cgs%C4%91-hi%E1%BA%BFu-kh%C3%A1ch-th%E1%BA%ADt-62t-260118-lt-v1-dnktuyen-3dnqt-2d-tml-mt-lt-mass-ads,Team sản xuất SG,S,dnktuyen,3DNQT,2D-TML,Team sản xuất SG,dnktuyen,3DNSH,2612-03-05,N_261190,CGSĐ,Hiếu,Lõm hóp,Live trung,Nam,55 trở lên,1 nữ
260320,260320-SC CGSĐ Hiếu cô Phương nửa mặt wonderface 60t 260305 lt v1,https://trello.com/c/HGvtjHcZ/167-260320-sc-cgs%C4%91-hi%E1%BA%BFu-c%C3%B4-ph%C6%B0%C6%A1ng-n%E1%BB%ADa-m%E1%BA%B7t-wonderface-60t-260305-lt-v1-tbhan-3dntc-2d-npl-mt-lt-mass-ads,Team sản xuất HN,S,tbhan,3DNTC,2D-NPL,Team sản xuất HN,tbhan,3DOS,2612-09-08,B_24883,CGSĐ,Hiếu,Xoá nhăn,Live trung,Nam,55 trở lên,1 nữ
260331,260331-SC CGSĐ Hiếu CTKM Việt kiều 260311 tvc v1,https://trello.com/c/zJgTFxkF/191-260331-sc-cgs%C4%91-hi%E1%BA%BFu-ctkm-vi%E1%BB%87t-ki%E1%BB%81u-260311-tvc-v1-tthuyen-3dnnh-2d-npl-mt-tvc-mass-ads,Team sản xuất HN,S,tthuyen,3DNNH,2D-NPL,Team sản xuất HN,tthuyen,3DHSD,2612-09-14,N_23068,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,>=2 nữ
260410,260410-SC CGSĐ Hiếu nâng má phô mai chảy 45t 260311 tvc v1,https://trello.com/c/ZeRllP5t/228-260410-sc-cgs%C4%91-hi%E1%BA%BFu-n%C3%A2ng-m%C3%A1-ph%C3%B4-mai-ch%E1%BA%A3y-45t-260311-tvc-v1-tthuyen-3dntc-2d-npl-mt-tvc-mass-ads,Team sản xuất HN,S,tthuyen,3DNTC,2D-NPL,Team sản xuất HN,tthuyen,3DHSD,2612-09-14,N_23068,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,>=2 nữ
260405,260405-SC CGSĐ Hiếu nâng má phô mai chảy 45t 260311 tvc v1,https://trello.com/c/ZeRllP5t/228-260410-sc-cgs%C4%91-hi%E1%BA%BFu-n%C3%A2ng-m%C3%A1-ph%C3%B4-mai-ch%E1%BA%A3y-45t-260311-tvc-v1-tthuyen-3dntc-2d-npl-mt-tvc-mass-ads,Team sản xuất HN,S,tthuyen,3DNTC,2D-NPL,Team sản xuất HN,tthuyen,3DHSD,2612-09-14,N_23068,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,>=2 nữ
260415,260415-SC CGSĐ Hiếu ám ảnh hỏi giá 260324 tvc v1,https://trello.com/c/tQEeoEr3/256-260415-sc-cgs%C4%91-hi%E1%BA%BFu-%C3%A1m-%E1%BA%A3nh-h%E1%BB%8Fi-gi%C3%A1-260324-tvc-v1-%C4%91ph%C6%B0%C6%A1ng-3dhsd-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,S,đphương,3DHSD,2D-TML,Team sản xuất SG,đphương,3DNQT,2612-09-27,N_23068,CGSĐ,Hiếu,,TVC,Nam,,
260420,260420-SC CGSĐ Hiếu chị Thương nửa mặt 52t 260317 ln v1,https://trello.com/c/cUzXDBuk/265-260420-sc-cgs%C4%91-hi%E1%BA%BFu-ch%E1%BB%8B-th%C6%B0%C6%A1ng-n%E1%BB%ADa-m%E1%BA%B7t-52t-260317-ln-v1-%C4%91ph%C6%B0%C6%A1ng-3dnsh-2d-tml-mt-ln-mass-ads,Team sản xuất SG,S,đphương,3DNSH,2D-TML,Team sản xuất SG,đphương,3DTHĐ,2612-09-20,N_24644,CGSĐ,Hiếu,Xoá nhăn,Live ngắn,Nam,45-54,1 nữ
260505,260505-SC CGSĐ Hiếu cứu chị Lyn Việt Kiều 52t 260410 lt v1,https://trello.com/c/1roZYZI2/271-260505-sc-cgs%C4%91-hi%E1%BA%BFu-c%E1%BB%A9u-ch%E1%BB%8B-lyn-vi%E1%BB%87t-ki%E1%BB%81u-52t-260410-lt-v1-%C4%91ph%C6%B0%C6%A1ng-3dhsd-2d-tml-mt-lt-mass-ads,Team sản xuất SG,S,đphương,3DHSD,2D-TML,Team sản xuất SG,đphương,3DHSD,2612-12-22,N_25522,CGSĐ,Hiếu,Xoá nhăn,Live trung,Nam,45-54,1 nữ
260510,260510-SC CGSĐ Hiếu sao người ta giá khác chị 250416 tvc v1,https://trello.com/c/LWCWw7sE/299-260510-sc-cgs%C4%91-hi%E1%BA%BFu-sao-ng%C6%B0%E1%BB%9Di-ta-gi%C3%A1-kh%C3%A1c-ch%E1%BB%8B-tvc-v1-%C4%91ph%C6%B0%C6%A1ng-3dnsh-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,S,đphương,3DNSH,2D-TML,Team sản xuất SG,đphương,3DNSH,2612-12-28,N_23068,CGSĐ,Hiếu,,TVC,Nam,,
260515,260515-SC CGSĐ Hiếu cô lily KMVK 55t 250317 v1,https://trello.com/c/6mJF2fb7/303-260515-sc-cgs%C4%91-hi%E1%BA%BFu-c%C3%B4-lily-kmvk-55t-250317-v1-ngnqnhu-3dhsd-2d-tml-mt-tvc-mass-ads,Team sản xuất SG,S,ngnqnhu,3DHSD,2D-TML,Team sản xuất SG,tthphuc,3DTHĐ,2612-09-20,N_263171,CGSĐ,Hiếu,Xoá nhăn,TVC,Nam,45-54,1 nữ
260520,260520-SC CTKM Trẻ 1 Đẹp 3 tvc v2,https://trello.com/c/OZbnH2C7/316-260520-sc-ctkm-tr%E1%BA%BB-1-%C4%91%E1%BA%B9p-3-tvc-v2-ptnquynh-3dntc-2d-npl-mt-tvc-mass-ads,Team sản xuất HN,S,ptnquynh,3DTTT,2D-NPL,Team sản xuất HN,ptnquynh,3DOS,,,,,,,,,
